year	quarter	DebtAbility	OperAbility	DevelopAbility	EarningAbility	CPI	RMB.US.Spot.rate	shorterm.interest.rate	M2.growth
2005	1	-9.2618063	-4.1848053	4.2944264	-0.218621866	2.53	8.28	5.22	14.30920461
2005	2	-24.4570738	-2.7949091	-25.3316812	-0.611590904	2.43	8.28	5.22	14.8707352
2005	3	-20.6598637	-1.8005379	4.0550675	-0.708905584	2.1	8.13	5.22	17.19476822
2005	4	-18.4455981	0.4041062	3.5166248	-0.74779378	1.83	8.07	5.22	18.09123087
2006	1	-6.9530108	-3.6228319	4.5547875	-0.183454783	1.5	8.05	5.22	17.51718278
2006	2	-6.1131426	-2.4590626	1.6138812	-0.141679291	1.23	8.01	5.4	17.38256767
2006	3	-4.2400571	-1.1136758	1.7884834	-0.025769709	1.23	7.96	5.52	16.32614112
2006	4	-3.5658033	1.2002722	3.5937298	0.050197969	1.37	7.86	5.58	15.60622221
2007	1	-6.6814408	-3.8991011	4.1810353	-0.185695585	2.43	7.76	5.61	16.94836817
2007	2	-2.9255466	-2.3686012	-6.9091915	-0.063956977	2.97	7.68	5.79	16.96535471
2007	3	1.8363292	0.6193401	1.6095381	0.376666712	3.83	7.56	6.24	18.34050682
2007	4	-0.3503633	2.9196641	2.6884129	0.297202232	4.6	7.43	6.51	17.87054535
2008	1	19.8560987	-3.9265476	0.9290348	0.199685884	7.67	7.16	6.57	17.47019444
2008	2	34.7653353	-2.0318154	4.2294427	0.286381377	8.07	6.96	6.57	17.38303282
2008	3	43.3128131	-0.542568	2.0652186	0.421351004	7.33	6.84	6.45	15.79803171
2008	4	27.5762232	3.1795936	5.0857563	0.31536665	6.3	6.84	5.31	15.83323959
2009	1	10.9240242	-3.9406638	3.4712284	-0.326264336	0.03	6.84	4.86	21.51701359
2009	2	-33.390706	-1.2140554	7.280438	0.001883158	-0.93	6.83	4.86	26.66699371
2009	3	-49.6610843	1.1149015	3.6481367	0.168644832	-1.17	6.83	4.86	28.71429551
2009	4	-101.6939867	8.0999641	-7.0904504	1.496357926	-0.9	6.83	4.86	29.1668298
2010	1	-2.6306187	-3.7807767	4.3829456	-0.261644051	1.93	6.83	4.86	24.66034388
2010	2	-16.813486	-1.1482022	8.3561642	-0.046880773	2.5	6.82	4.86	20.27998732
2010	3	-14.9860652	0.8854456	4.1355632	-0.010355172	2.8	6.77	4.86	18.60427965
2010	4	-15.3266558	5.0807984	2.7249551	0.032316292	3.17	6.65	5.183333	19.22971745
2011	1	-4.323848	-4.2276484	4.893314	-0.235165637	4.93	6.58	5.516667	16.55746923
2011	2	-15.5769986	-2.0601587	8.7052357	-0.107659492	5.23	6.5	5.85	15.43661454
2011	3	-17.4691641	0.5251874	3.8733776	-0.060706707	5.6	6.42	6.1	13.7584146
2011	4	-17.9852495	5.8585227	2.2891456	0.034877045	5.5	6.36	6.1	16.75804914
2012	1	-20.0983446	-3.3131984	4.639816	-0.237278954	4.07	6.31	6.1	17.52529737
2012	2	-0.4128398	-0.751738	9.8218892	-0.100077599	3.5	6.33	6.016667	17.945193
2012	3	7.6661198	2.5905985	2.6125025	0.101719972	2.93	6.35	5.6	19.07042865
2012	4	12.4656309	6.9432075	3.9313076	0.185663758	2.67	6.24	5.6	14.49413194
2013	1	-9.0000079	-3.3388032	6.5062357	-0.211326499	2.36	6.22	5.6	15.57882161
2013	2	7.0032613	-1.2973078	16.8172553	-0.16780293	2.4	6.15	5.6	15.26833409
2013	3	106.374651	0.5506247	-1.5377176	0.043384601	2.48	6.13	5.6	14.46348577
2013	4	161.2510688	5.3457751	3.7218289	0.176126404	2.62	6.09	5.6	14.03099259
2014	1	-7.6974288	-3.2827451	4.3733453	-0.209098365	2.33	6.1	5.6	12.865347
2014	2	43.3571791	-1.0703827	-99.2907359	-0.095757059	2.22	6.23	5.6	13.79200024
2014	3	-149.4754697	1.0971176	2.712535	0.071212071	2.21	6.17	5.6	12.62835459
2014	4	179.7326069	4.9874065	3.247917	0.239091575	2.04	6.15	5.6	11.6766024
2015	1	-9.3056995	-2.6731578	4.4730521	-0.194767265	1.02	6.24	5.516667	10.52284864
2015	2	-46.0377134	0.1485238	-25.2297207	0.047140764	1.27	6.2	5.1	10.13337373
2015	3	-32.3610018	2.2377996	3.815904	0.1652858	1.39	6.3	4.683333	13.24902758
2015	4	11.7787333	7.0544453	0.7499655	0.441697292	1.43	6.4	4.35	13.50407781
