year	quarter	DebtAbility	OperAbility	DevelopAbility	EarningAbility	CPI	RMB.US.Spot.rate	shorterm.interest.rate	M2.growth
2005	1	-1.5612704	-59.73703	-6.0472451	-0.14429898	2.53	8.28	5.22	14.30920461
2005	2	-1.3262103	-58.43252	-3.2592058	-0.16506775	2.43	8.28	5.22	14.8707352
2005	3	-0.4920644	-57.05097	-8.4957962	-0.08907171	2.1	8.13	5.22	17.19476822
2005	4	-0.3832729	-55.64622	-3.7277998	-0.07445853	1.83	8.07	5.22	18.09123087
2006	1	-0.5818864	-59.82146	-3.9621419	-0.10512252	1.5	8.05	5.22	17.51718278
2006	2	-0.819765	-58.70548	-17.913932	-0.12364925	1.23	8.01	5.4	17.38256767
2006	3	-0.619328	-57.43255	-5.4254242	-0.10646934	1.23	7.96	5.52	16.32614112
2006	4	-5.3544796	-58.37458	-55.6713712	-0.95368326	1.37	7.86	5.58	15.60622221
2007	1	1.9340739	-60.90661	-4.1606754	0.02762537	2.43	7.76	5.61	16.94836817
2007	2	-0.9331501	-60.35415	-5.7532924	-0.15311246	2.97	7.68	5.79	16.96535471
2007	3	-0.8967383	-59.87334	-3.9534722	-0.17141505	3.83	7.56	6.24	18.34050682
2007	4	-1.1089912	-59.64041	-23.580573	-0.19700391	4.6	7.43	6.51	17.87054535
2008	1	-1.1492703	-60.16322	-3.6244054	-0.14262853	7.67	7.16	6.57	17.47019444
2008	2	-1.8069702	-58.89699	-0.3691585	-0.24358641	8.07	6.96	6.57	17.38303282
2008	3	-0.7465927	-60.05609	-5.1288175	-0.16011766	7.33	6.84	6.45	15.79803171
2008	4	5.1449084	-59.38376	15.2325089	1.08632796	6.3	6.84	5.31	15.83323959
2009	1	1.7017431	-60.88738	-3.9501639	0.02992468	0.03	6.84	4.86	21.51701359
2009	2	1.303313	-60.61801	-3.4681889	0.0883417	-0.93	6.83	4.86	26.66699371
2009	3	1.4148752	-60.26982	-2.6436298	0.16190438	-1.17	6.83	4.86	28.71429551
2009	4	-1.5287257	-59.75958	-9.5983649	-0.24410555	-0.9	6.83	4.86	29.1668298
2010	1	2.7355662	-60.78536	-5.4696025	0.09070869	1.93	6.83	4.86	24.66034388
2010	2	1.9583524	-60.31728	-3.0711037	0.23953406	2.5	6.82	4.86	20.27998732
2010	3	3.4935253	-60.0695	-1.1463234	0.6009777	2.8	6.77	4.86	18.60427965
2010	4	6.4491888	-59.67612	-0.8473453	1.36569089	3.17	6.65	5.183333	19.22971745
2011	1	1.1731447	-60.56623	-3.8524493	0.03081962	4.93	6.58	5.516667	16.55746923
2011	2	-1.1356995	-59.88023	-5.7853314	-0.16681177	5.23	6.5	5.85	15.43661454
2011	3	-1.0210349	-59.32621	-4.0164571	-0.18595598	5.6	6.42	6.1	13.7584146
2011	4	-1.1994634	-58.91428	6.0984944	-0.32141112	5.5	6.36	6.1	16.75804914
2012	1	0.9411299	-60.5778	-4.7948614	0.0205687	4.07	6.31	6.1	17.52529737
2012	2	-1.1985649	-59.7467	-5.8859725	-0.17433776	3.5	6.33	6.016667	17.945193
2012	3	-0.8834153	-59.15582	-4.1437922	-0.16962783	2.93	6.35	5.6	19.07042865
2012	4	2.3290449	-58.08892	237.5376562	1.04761746	2.67	6.24	5.6	14.49413194
2013	1	-1.156372	-60.25707	-4.1362201	-0.16541421	2.36	6.22	5.6	15.57882161
2013	2	-1.2758963	-58.96065	-5.292541	-0.21818171	2.4	6.15	5.6	15.26833409
2013	3	-0.9350556	-57.29453	-4.409252	-0.19147614	2.48	6.13	5.6	14.46348577
2013	4	-1.0819562	-55.21884	-7.3877036	-0.26847183	2.62	6.09	5.6	14.03099259
2014	1	-1.0379756	-59.86306	-3.81997	-0.13505804	2.33	6.1	5.6	12.865347
2014	2	-0.7487017	-58.32737	-4.2497406	-0.12555056	2.22	6.23	5.6	13.79200024
2014	3	-0.3603756	-57.39466	6.1645437	-0.05811157	2.21	6.17	5.6	12.62835459
2014	4	-0.8694979	-52.50805	-6.3489013	-0.18302392	2.04	6.15	5.6	11.6766024
2015	1	0.2926702	-59.05505	-4.8136163	-0.04666417	1.02	6.24	5.516667	10.52284864
2015	2	-0.7397929	-55.20667	-5.5860926	-0.12197752	1.27	6.2	5.1	10.13337373
2015	3	0.3991677	-53.01466	-8.1550344	0.12160155	1.39	6.3	4.683333	13.24902758
2015	4	1.6818133	2530.21525	-1.0872343	0.69422227	1.43	6.4	4.35	13.50407781
